text,label
please tell me how you can stop unauthorized payments from being made on my card since on this bill i see that this has happened there are transactions that i never made from a place ive never been to,22
how many physical cards am i allowed to have,39
supported countries,24
i have cash deposit to my account but it is experiencing a problem,6
set a new pin please,21
what is the fee on my statement for,34
how can i get money in my home currency while im traveling internationally i wanted to take it out of a local atm but am worried that i will get charged extra fees,76
what to do if my card has been used without my permission,22
i dont want to use this method to identify myself,74
i would like to exchange currency what types are there,33
i added money through a bank transfer and it is not showing in my balance,5
